Respondent Id,Completed Date,CSAT score,What are your most important reasons for giving us that score?,CONTRACT_ID,Sub-Product,How would you rate the service you received from the consultant handling your enquiry?,Weâd love to know what the consultant did to earn such a rating?,CALL_TYPE,SUBCATEGORY,How could the consultant improve how they handled your enquiry?,OPERATOR,PRIMARY_DIVISION,INTERACTION_DATE,"Thinking about your call, was your enquiry resolved?",Category Summary: What are your most important reasons for giving us that score?,CLASSIFICATION,Date Convert,Completed Date 2,Week Ending,Month,Bank IVR Skill,Tribe,CSAT Group,Theme - Good,Theme - Improve,CSAT Theme,ASAT Group,ASAT Theme,Other and Non product Validation,CSAT Verbatim Group,CSAT Days,CSAT Verbatim and Classification Group,ASAT Verbatim Group,ASAT Days,Tribe Copy,Supervisor,ID,Work Type,FCR,FCR Yes,FCR No,Wave,CSAT_Combined_Text,ASAT_Combined_Text,CSAT_Clean_Text,ASAT_Clean_Text
11177658,6/16/2025 10:43:25 AM,1,"Extremely slow. Too over 3 weeks to have a sub-account setup on my Line of Credit.  Now in week 5 waiting for an off-set account to be setup for that same loan account.  Nothing can be done on-line, it all has to be done via a form.  I have a scheduled transfer setup for loan repayments from an external source.  I cannot see this on my account for internet banking.  Have been told that the feature used to be there but was taken away.  But mainly very disappointed at how slow everything takes and how manual it all is.  I moved from a smaller institution to AMP as I thought the systems would be more sophisticated for my needs, but that hasn't been the case.",560097735,PROFESSIONAL PACK VARIABLE RATE LOAN - INTEREST ONLY VARIABLE PAYMENT (INVESTMENT),3,,Call - Inbound,Product Enquiry,"Follow-up with the relevant department for the info I requested.  there has been no communication since my call, so now I need to call again to find out what is happening.","Pulumbarit, Anna",Genpact BCC,2025-06-13,Not yet resolved,ALL->Join and Set up_; ALL->Processes/Procedures_; ALL->Products-General_; ALL->Timeliness_; Digital Experience->Join and Set up; Effort/Resolution->Processes/Procedures; Effort/Resolution->Timeliness; Products->Products-General,Transaction / Savings Account,6/16/2025,2025-06-16,2025-06-22,2025-06-01,Bank Customer Loan,Lending Existing Customer,Negative,,Technology,Technology,Negative,Professionalism,,with CSAT Verbatim,1,Transaction / Savings Account,with Verbatim,1,Lending Existing Customer,"Landicho, Janeth",740031261,Lending,No,0,1,1,"Extremely slow. Too over 3 weeks to have a sub-account setup on my Line of Credit.  Now in week 5 waiting for an off-set account to be setup for that same loan account.  Nothing can be done on-line, it all has to be done via a form.  I have a scheduled transfer setup for loan repayments from an external source.  I cannot see this on my account for internet banking.  Have been told that the feature used to be there but was taken away.  But mainly very disappointed at how slow everything takes and how manual it all is.  I moved from a smaller institution to AMP as I thought the systems would be more sophisticated for my needs, but that hasn't been the case. ALL->Join and Set up_; ALL->Processes/Procedures_; ALL->Products-General_; ALL->Timeliness_; Digital Experience->Join and Set up; Effort/Resolution->Processes/Procedures; Effort/Resolution->Timeliness; Products->Products-General Technology Technology nan",3 Professionalism,extremely slow weeks subaccount setup line credit week waiting offset account setup loan account nothing done online done via form scheduled transfer setup loan repayments external source see account internet banking told feature used taken away mainly disappointed slow everything takes manual moved smaller institution amp thought systems sophisticated needs hasnt case alljoin set allprocessesprocedures allproductsgeneral alltimeliness digital experiencejoin set effortresolutionprocessesprocedures effortresolutiontimeliness productsproductsgeneral technology,professionalism
11177656,6/16/2025 10:39:30 AM,5,,387479598,PROFESSIONAL PACK VARIABLE RATE LOAN - PRINCIPAL & INTEREST (INVESTMENT),5,,Call - Inbound,Maintenance / Servicing,"Her comprehension as to my reason for the call could have been better, at times it felt she was going through a script with regards to my situation.","Gerola, Queenie",Genpact BCC,2025-06-10,"Yes, on first call",,Loan Repayments,6/16/2025,2025-06-16,2025-06-22,2025-06-01,Bank Customer Loan,Lending Existing Customer,Negative,,,No CSAT Verbatim,Negative,Understanding,,No CSAT Verbatim,1,Loan Repayments,with Verbatim,1,Lending Existing Customer,"Gonzales, Fritz",740048868,Lending,Yes,1,0,2,nan nan No CSAT Verbatim nan nan,5 Understanding,csat verbatim,understanding
11177654,6/16/2025 10:35:32 AM,3,,TD099158610,,3,,Call - Inbound,Maintenance / Servicing,,"Bueno, Deniece",Genpact BCC,2025-06-06,Not yet resolved,,Term Deposit Maturity / Break,6/16/2025,2025-06-16,2025-06-22,2025-06-01,Bank Customer Deposit,EDB Existing Customer,Negative,,,No CSAT Verbatim,Negative,,,No CSAT Verbatim,1,Term Deposit Maturity / Break,No Verbatim,1,EDB Existing Customer,"Cuanico, Maria Cassandra",740048458,Deposit | My AMP,No,0,1,1,nan nan No CSAT Verbatim nan nan,3 nan,csat verbatim,
11177648,6/16/2025 10:20:35 AM,1,Had to make several calls to try & resolve an issue relating to the call & it all went wrong from there on. I have answered not yet resolved in next question but it has been acted on by amp & was not to my instructions,TD495103269,,7,,Call - Inbound,Product Enquiry,I was happy with the service received until I found out my instructions had not been followed through. Needs to make sure the customers instructions have been followed through or explain why another action was taken at the time,"Nocum, Flerida Ruth",Genpact BCC,2025-06-09,Not yet resolved,ALL->Accuracy/Mistakes_; ALL->Calling AMP_; ALL->Problem Resolution_; Effort/Resolution->Accuracy/Mistakes; Effort/Resolution->Problem Resolution; Phone/Call Center->Calling AMP,Term Deposit,6/16/2025,2025-06-16,2025-06-22,2025-06-01,Bank Customer Deposit,EDB Existing Customer,Negative,,Service - BCC,Service - BCC,Positive,,,with CSAT Verbatim,1,Term Deposit,with Verbatim,1,EDB Existing Customer,"Reyes, Mark Anthony",740038983,Deposit | My AMP,No,0,1,2,Had to make several calls to try & resolve an issue relating to the call & it all went wrong from there on. I have answered not yet resolved in next question but it has been acted on by amp & was not to my instructions ALL->Accuracy/Mistakes_; ALL->Calling AMP_; ALL->Problem Resolution_; Effort/Resolution->Accuracy/Mistakes; Effort/Resolution->Problem Resolution; Phone/Call Center->Calling AMP Service - BCC Service - BCC nan,7 nan,make several try resolve issue relating went wrong answered yet resolved next question acted amp instructions allaccuracymistakes allcalling amp allproblem resolution effortresolutionaccuracymistakes effortresolutionproblem resolution phonecall centercalling amp bcc,
11177644,6/16/2025 10:18:23 AM,10,,765953947,PROFESSIONAL PACK VARIABLE RATE LOAN - INTEREST ONLY VARIABLE PAYMENT (INVESTMENT),10,,Call - Inbound,Work in Progress Enquiry,,"Penaredondo, Jackieline",Genpact BCC,2025-06-13,"Yes, on first call",,Discharge / Close,6/16/2025,2025-06-16,2025-06-22,2025-06-01,Bank Customer Loan,Lending Existing Customer,PositIve,,,No CSAT Verbatim,Positive,,,No CSAT Verbatim,1,Discharge / Close,No Verbatim,1,Lending Existing Customer,"Gonzales, Fritz",740048500,Lending,Yes,1,0,2,nan nan No CSAT Verbatim nan nan,10 nan,csat verbatim,
11177639,6/16/2025 10:09:59 AM,5,Transactions receiving and transferring money takes too long,589750322,AMP SAVER ACCOUNT,10,She was easy to talk to and friendly.,Call - Inbound,Product Enquiry,,"Santelices, Roanne",Genpact BCC,2025-06-06,"Yes, on first call",ALL->Account Transactions_; ALL->Timeliness_; Effort/Resolution->Timeliness; Transactions->Account Transactions,Transaction / Savings Account,6/16/2025,2025-06-16,2025-06-22,2025-06-01,Bank Customer Deposit,EDB Existing Customer,Negative,,Payments and Transfers,Payments and Transfers,Positive,,,with CSAT Verbatim,1,Transaction / Savings Account,No Verbatim,1,EDB Existing Customer,"Cuanico, Maria Cassandra",740047907,Deposit | My AMP,Yes,1,0,1,Transactions receiving and transferring money takes too long ALL->Account Transactions_; ALL->Timeliness_; Effort/Resolution->Timeliness; Transactions->Account Transactions Payments and Transfers Payments and Transfers nan,10 nan,transactions receiving transferring money takes long allaccount transactions alltimeliness effortresolutiontimeliness transactionsaccount transactions payments transfers payments transfers,
11177636,6/16/2025 10:05:51 AM,10,Great on prompt service.  solved my issue.,630167682,OFFSET DEPOSIT ACCOUNT,10,,Call - Inbound,,,"Dumarpa, Shahanie",Genpact BCC,2025-06-13,"Yes, on first call",ALL->Problem Resolution_; ALL->Timeliness_; Effort/Resolution->Problem Resolution; Effort/Resolution->Timeliness,,6/16/2025,2025-06-16,2025-06-22,2025-06-01,Bank Customer Loan,Lending Existing Customer,PositIve,,,0,Positive,,,with CSAT Verbatim,1,Not Classified,No Verbatim,1,Lending Existing Customer,"Gonzales, Fritz",740048718,Lending,Yes,1,0,2,Great on prompt service.  solved my issue. ALL->Problem Resolution_; ALL->Timeliness_; Effort/Resolution->Problem Resolution; Effort/Resolution->Timeliness 0 nan nan,10 nan,prompt solved issue allproblem resolution alltimeliness effortresolutionproblem resolution effortresolutiontimeliness,
11175824,6/16/2025 09:21:37 AM,1,"1. My partner and I have purchased a property together - both of us on the titles, his name is not on the mortgage.  My mortgage broker advised me that AMP told them that to have my partners name on the mortgage documents couldn't be done. 2. I had been advised by my mortgage advisor that corporate cards could be ordered though logging into my account and ordered - not so.   3. When ordering my credit card over the phone, was told that my partner had to call up to organise his own credit card.  a. why couldn't I order it?  b. if that is your process, anybody could call up and order a credit card.  I have scored Anna a 5 as I don't believe the above information item 3. above is correct information.  I have two investment properties in my name only - CORRECT Myself and my partner have a property together - in my name only - INCORRECT with a total mortgage of $1.7 million.  If the above does not get resolved in a timely manner, I/we will be taking my/our business elsewhere",705565827,OFFSET DEPOSIT ACCOUNT,5,,Call - Inbound,Maintenance / Servicing,,"Pulumbarit, Anna",Genpact BCC,2025-06-12,Not yet resolved,ALL->Accessibility-Digital Experience_; ALL->Accuracy/Mistakes_; ALL->Follow up/Responsiveness_; ALL->Helpfulness_; ALL->Information Accuracy_; ALL->Investments-General_; ALL->Problem Resolution_; ALL->Processes/Procedures_; ALL->Products-General_; ALL->Return Communication_; Communication->Information Accuracy; Communication->Return Communication; Digital Experience->Accessibility-Digital Experience; Effort/Resolution->Accuracy/Mistakes; Effort/Resolution->Follow up/Responsiveness; Effort/Resolution->Problem Resolution; Effort/Resolution->Processes/Procedures; People Interaction->Helpfulness; Products->Investments->Investments-General; Products->Products-General,Access Cards / Tokens,6/16/2025,2025-06-16,2025-06-22,2025-06-01,Bank Customer Loan,Lending Existing Customer,Negative,,Home lending process,Home lending process,Negative,,,with CSAT Verbatim,1,Access Cards / Tokens,No Verbatim,1,Lending Existing Customer,"Landicho, Janeth",740031261,Lending,No,0,1,1,"1. My partner and I have purchased a property together - both of us on the titles, his name is not on the mortgage.  My mortgage broker advised me that AMP told them that to have my partners name on the mortgage documents couldn't be done. 2. I had been advised by my mortgage advisor that corporate cards could be ordered though logging into my account and ordered - not so.   3. When ordering my credit card over the phone, was told that my partner had to call up to organise his own credit card.  a. why couldn't I order it?  b. if that is your process, anybody could call up and order a credit card.  I have scored Anna a 5 as I don't believe the above information item 3. above is correct information.  I have two investment properties in my name only - CORRECT Myself and my partner have a property together - in my name only - INCORRECT with a total mortgage of $1.7 million.  If the above does not get resolved in a timely manner, I/we will be taking my/our business elsewhere ALL->Accessibility-Digital Experience_; ALL->Accuracy/Mistakes_; ALL->Follow up/Responsiveness_; ALL->Helpfulness_; ALL->Information Accuracy_; ALL->Investments-General_; ALL->Problem Resolution_; ALL->Processes/Procedures_; ALL->Products-General_; ALL->Return Communication_; Communication->Information Accuracy; Communication->Return Communication; Digital Experience->Accessibility-Digital Experience; Effort/Resolution->Accuracy/Mistakes; Effort/Resolution->Follow up/Responsiveness; Effort/Resolution->Problem Resolution; Effort/Resolution->Processes/Procedures; People Interaction->Helpfulness; Products->Investments->Investments-General; Products->Products-General Home lending process Home lending process nan",5 nan,partner purchased property together us titles name mortgage broker advised amp told partners name mortgage documents couldnt done advised mortgage corporate cards ordered though logging account ordered ordering credit card phone told partner organise credit card couldnt order process anybody order credit card scored anna dont believe information item correct information two investment properties name correct partner property together name incorrect total mortgage million get resolved timely manner iwe taking myour business elsewhere allaccessibilitydigital experience allaccuracymistakes allfollow upresponsiveness allhelpfulness allinformation accuracy allinvestmentsgeneral allproblem resolution allprocessesprocedures allproductsgeneral allreturn communication communicationinformation accuracy communicationreturn communication digital experienceaccessibilitydigital experience effortresolutionaccuracymistakes effortresolutionfollow upresponsiveness effortresolutionproblem resolution effortresolutionprocessesprocedures people interactionhelpfulness productsinvestmentsinvestmentsgeneral productsproductsgeneral home lending process home lending process,
11177984,6/17/2025 09:42:41 PM,1,"Poor customer service, challenging to pass security checks, consultants donât understand what I am saying. Poor disclosure on website",153931043,AMP SAVER ACCOUNT,1,,Call - Inbound,Product Enquiry,"Took way to long on call, had to repeat myself for security check","Lunas, Montecarlo",Genpact BCC,2025-06-10,Not yet resolved,ALL->Accessibility_; ALL->Functionality_; Digital Experience->Functionality; Overall Comments->Accessibility,Transaction / Savings Account,6/17/2025,2025-06-17,2025-06-22,2025-06-01,Bank Customer Deposit,EDB Existing Customer,Negative,,Service - BCC,Service - BCC,Negative,Professionalism,,with CSAT Verbatim,1,Transaction / Savings Account,with Verbatim,1,EDB Existing Customer,"Cuanico, Maria Cassandra",740048252,Deposit | My AMP,No,0,1,1,"Poor customer service, challenging to pass security checks, consultants donât understand what I am saying. Poor disclosure on website ALL->Accessibility_; ALL->Functionality_; Digital Experience->Functionality; Overall Comments->Accessibility Service - BCC Service - BCC nan",1 Professionalism,poor challenging pass security checks consultants understand saying poor disclosure website allaccessibility allfunctionality digital experiencefunctionality overall commentsaccessibility bcc,professionalism
11177983,6/17/2025 09:23:26 PM,8,"I only had a high interest saver account and I was very happy with the self serve things such as setting daily withdrawal limit through the app. However, recently, I had trouble with the sef serve capability and I had to follow multiple times to fix the issue.",117337577,AMP SAVER ACCOUNT,10,She met my expecations.,Call - Inbound,Online,,"Martirez, Christine",Genpact BCC,2025-06-10,"Yes, after multiple calls",ALL->Account Transactions_; ALL->Mobile App_; ALL->Problem Resolution_; ALL->Products-General_; Digital Experience->Mobile App; Effort/Resolution->Problem Resolution; Products->Products-General; Transactions->Account Transactions,Other,6/17/2025,2025-06-17,2025-06-22,2025-06-01,Bank Customer Deposit,EDB Existing Customer,PositIve,,,0,Positive,,,with CSAT Verbatim,1,Other,No Verbatim,1,EDB Existing Customer,"Reyes, Mark Anthony",740040453,Deposit | My AMP,Yes,1,0,2,"I only had a high interest saver account and I was very happy with the self serve things such as setting daily withdrawal limit through the app. However, recently, I had trouble with the sef serve capability and I had to follow multiple times to fix the issue. ALL->Account Transactions_; ALL->Mobile App_; ALL->Problem Resolution_; ALL->Products-General_; Digital Experience->Mobile App; Effort/Resolution->Problem Resolution; Products->Products-General; Transactions->Account Transactions 0 nan nan",10 nan,high interest saver account happy self serve setting daily withdrawal limit app however recently trouble sef serve capability follow multiple times fix issue allaccount transactions allmobile app allproblem resolution allproductsgeneral digital experiencemobile app effortresolutionproblem resolution productsproductsgeneral transactionsaccount transactions,
